Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.099057741,0.099488403,0.099057741,0.099057741,469033600,0,0
1980-12-15 00:00:00-05:00,0.094320502,0.094320502,0.09388984,0.09388984,175884800,0,0
1980-12-16 00:00:00-05:00,0.087429171,0.087429171,0.086998515,0.086998515,105728000,0,0
1980-12-17 00:00:00-05:00,0.089151807,0.089582469,0.089151807,0.089151807,86441600,0,0
1980-12-18 00:00:00-05:00,0.091736533,0.092167189,0.091736533,0.091736533,73449600,0,0
1980-12-19 00:00:00-05:00,0.097335078,0.09776574,0.097335078,0.097335078,48630400,0,0
1980-12-22 00:00:00-05:00,0.102072328,0.102503761,0.102072328,0.102072328,37363200,0,0
1980-12-23 00:00:00-05:00,0.106379695,0.106810357,0.106379695,0.106379695,46950400,0,0
1980-12-24 00:00:00-05:00,0.111978315,0.112408977,0.111978315,0.111978315,48003200,0,0
1980-12-26 00:00:00-05:00,0.122314885,0.122745547,0.122314885,0.122314885,55574400,0,0
1980-12-29 00:00:00-05:00,0.124037504,0.124468166,0.124037504,0.124037504,93161600,0,0
1980-12-30 00:00:00-05:00,0.121453575,0.121453575,0.121022925,0.121022925,68880000,0,0
1980-12-31 00:00:00-05:00,0.118008282,0.118008282,0.11757762,0.11757762,35750400,0,0
1981-01-02 00:00:00-05:00,0.118869595,0.119730919,0.118869595,0.118869595,21660800,0,0
1981-01-05 00:00:00-05:00,0.116716265,0.116716265,0.116285615,0.116285615,35728000,0,0
1981-01-06 00:00:00-05:00,0.111547652,0.111547652,0.11111699,0.11111699,45158400,0,0
1981-01-07 00:00:00-05:00,0.106810357,0.106810357,0.106379695,0.106379695,55686400,0,0
1981-01-08 00:00:00-05:00,0.104657053,0.104657053,0.104226403,0.104226403,39827200,0,0
1981-01-09 00:00:00-05:00,0.109825037,0.1102557,0.109825037,0.109825037,21504000,0,0
1981-01-12 00:00:00-05:00,0.109824988,0.109824988,0.108963676,0.108963676,23699200,0,0
1981-01-13 00:00:00-05:00,0.105518434,0.105518434,0.105087772,0.105087772,23049600,0,0
1981-01-14 00:00:00-05:00,0.10551843,0.105949093,0.10551843,0.10551843,14291200,0,0
1981-01-15 00:00:00-05:00,0.107671715,0.108533028,0.107671715,0.107671715,14067200,0,0
1981-01-16 00:00:00-05:00,0.107241023,0.107241023,0.106810361,0.106810361,13395200,0,0
1981-01-19 00:00:00-05:00,0.113270253,0.113700915,0.113270253,0.113270253,41574400,0,0
1981-01-20 00:00:00-05:00,0.1102557,0.1102557,0.109825037,0.109825037,30083200,0,0
1981-01-21 00:00:00-05:00,0.111978315,0.112839627,0.111978315,0.111978315,15904000,0,0
1981-01-22 00:00:00-05:00,0.113270253,0.114131577,0.113270253,0.113270253,35548800,0,0
1981-01-23 00:00:00-05:00,0.113270226,0.113700888,0.112839565,0.112839565,11222400,0,0
1981-01-26 00:00:00-05:00,0.111547652,0.111547652,0.11111699,0.11111699,24640000,0,0
1981-01-27 00:00:00-05:00,0.111116918,0.111116918,0.110255606,0.110255606,23699200,0,0
1981-01-28 00:00:00-05:00,0.107241023,0.107241023,0.106810361,0.106810361,28156800,0,0
1981-01-29 00:00:00-05:00,0.103365074,0.103365074,0.102934413,0.102934413,43904000,0,0
1981-01-30 00:00:00-05:00,0.098196401,0.098196401,0.097335078,0.097335078,46188800,0,0
1981-02-02 00:00:00-05:00,0.092167189,0.092167189,0.091736533,0.091736533,23766400,0,0
1981-02-03 00:00:00-05:00,0.095181823,0.095612479,0.095181823,0.095181823,19152000,0,0
1981-02-04 00:00:00-05:00,0.098627076,0.099057726,0.098627076,0.098627076,27865600,0,0
1981-02-05 00:00:00-05:00,0.098627076,0.099488388,0.098627076,0.098627076,7929600,0,0
1981-02-06 00:00:00-05:00,0.099057741,0.099488403,0.099057741,0.099057741,13865600,0,0
1981-02-09 00:00:00-05:00,0.094751158,0.094751158,0.09388984,0.09388984,16755200,0,0
1981-02-10 00:00:00-05:00,0.09388984,0.094320502,0.09388984,0.09388984,18345600,0,0
1981-02-11 00:00:00-05:00,0.091305879,0.091305879,0.090875223,0.090875223,13843200,0,0
1981-02-12 00:00:00-05:00,0.090444534,0.090444534,0.090013102,0.090013102,14560000,0,0
1981-02-13 00:00:00-05:00,0.088721165,0.088721165,0.087859847,0.087859847,11155200,0,0
1981-02-17 00:00:00-05:00,0.090013102,0.090444534,0.090013102,0.090013102,12275200,0,0
1981-02-18 00:00:00-05:00,0.09388984,0.094751158,0.09388984,0.09388984,19241600,0,0
1981-02-19 00:00:00-05:00,0.088721152,0.088721152,0.08829049,0.08829049,22310400,0,0
1981-02-20 00:00:00-05:00,0.083983894,0.083983894,0.083553232,0.083553232,24371200,0,0
1981-02-23 00:00:00-05:00,0.0848452,0.085275862,0.0848452,0.0848452,14112000,0,0
1981-02-24 00:00:00-05:00,0.082691946,0.082691946,0.081830628,0.081830628,16979200,0,0
1981-02-25 00:00:00-05:00,0.086998515,0.087429171,0.086998515,0.086998515,19488000,0,0
1981-02-26 00:00:00-05:00,0.08829049,0.088721152,0.08829049,0.08829049,10841600,0,0
1981-02-27 00:00:00-05:00,0.091305897,0.092167215,0.091305897,0.091305897,14761600,0,0
1981-03-02 00:00:00-05:00,0.091736533,0.092167189,0.091736533,0.091736533,11760000,0,0
1981-03-03 00:00:00-05:00,0.090875234,0.090875234,0.090444572,0.090444572,16172800,0,0
1981-03-04 00:00:00-05:00,0.090013152,0.090013152,0.089582495,0.089582495,13708800,0,0
1981-03-05 00:00:00-05:00,0.089582469,0.089582469,0.089151807,0.089151807,5376000,0,0
1981-03-06 00:00:00-05:00,0.089151808,0.089151808,0.08829049,0.08829049,11603200,0,0
1981-03-09 00:00:00-05:00,0.081830604,0.081830604,0.081399947,0.081399947,15321600,0,0
1981-03-10 00:00:00-05:00,0.077953895,0.077953895,0.077523239,0.077523239,28380800,0,0
1981-03-11 00:00:00-05:00,0.075369985,0.075369985,0.074508667,0.074508667,29859200,0,0
1981-03-12 00:00:00-05:00,0.077523239,0.077953895,0.077523239,0.077523239,59248000,0,0
1981-03-13 00:00:00-05:00,0.077092586,0.077092586,0.076661929,0.076661929,231302400,0,0
1981-03-16 00:00:00-05:00,0.079677336,0.080538654,0.079677336,0.079677336,37228800,0,0
1981-03-17 00:00:00-05:00,0.083553232,0.08441455,0.083553232,0.083553232,43747200,0,0
1981-03-18 00:00:00-05:00,0.088721141,0.089582459,0.088721141,0.088721141,36937600,0,0
1981-03-19 00:00:00-05:00,0.088290503,0.088290503,0.087859847,0.087859847,37811200,0,0
1981-03-20 00:00:00-05:00,0.088721141,0.089582459,0.088721141,0.088721141,14604800,0,0
1981-03-23 00:00:00-05:00,0.092167206,0.093028524,0.092167206,0.092167206,22019200,0,0
1981-03-24 00:00:00-05:00,0.092167189,0.092167189,0.091736533,0.091736533,28156800,0,0
1981-03-25 00:00:00-05:00,0.090875196,0.090875196,0.090013102,0.090013102,7056000,0,0
1981-03-26 00:00:00-05:00,0.088721152,0.088721152,0.08829049,0.08829049,12275200,0,0
1981-03-27 00:00:00-05:00,0.085706545,0.085706545,0.085275888,0.085275888,12252800,0,0
1981-03-30 00:00:00-05:00,0.085275888,0.086137207,0.085275888,0.085275888,9900800,0,0
1981-03-31 00:00:00-05:00,0.08527592,0.08527592,0.084414601,0.084414601,15993600,0,0
1981-04-01 00:00:00-05:00,0.083983894,0.083983894,0.083553232,0.083553232,34070400,0,0
1981-04-02 00:00:00-05:00,0.090875223,0.091305879,0.090875223,0.090875223,31404800,0,0
1981-04-03 00:00:00-05:00,0.091305897,0.091736559,0.091305897,0.091305897,16486400,0,0
1981-04-06 00:00:00-05:00,0.090013152,0.090013152,0.089582495,0.089582495,22803200,0,0
1981-04-07 00:00:00-05:00,0.089151797,0.089151797,0.088721141,0.088721141,10684800,0,0
1981-04-08 00:00:00-05:00,0.093028523,0.093889841,0.093028523,0.093028523,21952000,0,0
1981-04-09 00:00:00-05:00,0.094751149,0.095181811,0.094751149,0.094751149,12499200,0,0
1981-04-10 00:00:00-05:00,0.09604311,0.096473766,0.09604311,0.09604311,33465600,0,0
1981-04-13 00:00:00-05:00,0.09604311,0.096473766,0.09604311,0.09604311,16060800,0,0
1981-04-14 00:00:00-05:00,0.09604311,0.096473766,0.09604311,0.09604311,6652800,0,0
1981-04-15 00:00:00-05:00,0.091736559,0.091736559,0.091305897,0.091305897,34048000,0,0
1981-04-16 00:00:00-05:00,0.086567832,0.086567832,0.086137176,0.086137176,23878400,0,0
1981-04-20 00:00:00-05:00,0.088721141,0.089151797,0.088721141,0.088721141,35347200,0,0
1981-04-21 00:00:00-05:00,0.094751149,0.095181811,0.094751149,0.094751149,28537600,0,0
1981-04-22 00:00:00-05:00,0.098196432,0.098627094,0.098196432,0.098196432,18995200,0,0
1981-04-23 00:00:00-05:00,0.10078036,0.101211022,0.10078036,0.10078036,58016000,0,0
1981-04-24 00:00:00-05:00,0.100780356,0.100780356,0.099919043,0.099919043,35056000,0,0
1981-04-27 00:00:00-04:00,0.099488403,0.099488403,0.099057741,0.099057741,38528000,0,0
1981-04-28 00:00:00-04:00,0.09776574,0.09776574,0.097335078,0.097335078,32188800,0,0
1981-04-29 00:00:00-04:00,0.096473766,0.096473766,0.09604311,0.09604311,13641600,0,0
1981-04-30 00:00:00-04:00,0.097765721,0.098627045,0.097765721,0.097765721,12611200,0,0
1981-05-01 00:00:00-04:00,0.097765721,0.098627045,0.097765721,0.097765721,16553600,0,0
1981-05-04 00:00:00-04:00,0.09776574,0.09776574,0.097335078,0.097335078,14448000,0,0
1981-05-05 00:00:00-04:00,0.097335092,0.097335092,0.096904442,0.096904442,17539200,0,0
1981-05-06 00:00:00-04:00,0.094751199,0.094751199,0.094320543,0.094320543,18950400,0,0
1981-05-07 00:00:00-04:00,0.095612504,0.096043166,0.095612504,0.095612504,9363200,0,0
1981-05-08 00:00:00-04:00,0.096473791,0.096904453,0.096473791,0.096473791,7907200,0,0
1981-05-11 00:00:00-04:00,0.094751199,0.094751199,0.094320543,0.094320543,11939200,0,0
1981-05-12 00:00:00-04:00,0.094320543,0.095612518,0.094320543,0.094320543,4256000,0,0
1981-05-13 00:00:00-04:00,0.094320502,0.09518182,0.09388984,0.09388984,4905600,0,0
1981-05-14 00:00:00-04:00,0.09345916,0.09345916,0.092597842,0.092597842,4928000,0,0
1981-05-15 00:00:00-04:00,0.094751149,0.096043129,0.094751149,0.094751149,4905600,0,0
1981-05-18 00:00:00-04:00,0.096473791,0.097335103,0.096473791,0.096473791,4166400,0,0
1981-05-19 00:00:00-04:00,0.095181811,0.095181811,0.094751149,0.094751149,25424000,0,0
1981-05-20 00:00:00-04:00,0.097765721,0.098627045,0.097765721,0.097765721,13283200,0,0
1981-05-21 00:00:00-04:00,0.103365153,0.103795815,0.103365153,0.103365153,32211200,0,0
1981-05-22 00:00:00-04:00,0.108102374,0.108963698,0.108102374,0.108102374,31427200,0,0
1981-05-26 00:00:00-04:00,0.108102366,0.108102366,0.107671715,0.107671715,85344000,0,0
1981-05-27 00:00:00-04:00,0.113700911,0.114131573,0.113700911,0.113700911,149497600,0,0
1981-05-28 00:00:00-04:00,0.113700911,0.114131573,0.113700911,0.113700911,73987200,0,0
1981-05-29 00:00:00-04:00,0.114131585,0.114563017,0.114131585,0.114131585,59382400,0,0
1981-06-01 00:00:00-04:00,0.114131585,0.114563017,0.114131585,0.114131585,51251200,0,0
1981-06-02 00:00:00-04:00,0.108963679,0.108963679,0.108533017,0.108533017,40432000,0,0
1981-06-03 00:00:00-04:00,0.108533017,0.10939433,0.108533017,0.108533017,39446400,0,0
1981-06-04 00:00:00-04:00,0.110686287,0.111116938,0.110686287,0.110686287,56067200,0,0
1981-06-05 00:00:00-04:00,0.109394326,0.109394326,0.108963676,0.108963676,57680000,0,0
1981-06-08 00:00:00-04:00,0.105518434,0.105518434,0.105087772,0.105087772,93497600,0,0
1981-06-09 00:00:00-04:00,0.107240982,0.107671644,0.107240982,0.107240982,119593600,0,0
1981-06-10 00:00:00-04:00,0.108533017,0.109824992,0.108533017,0.108533017,25222400,0,0
1981-06-11 00:00:00-04:00,0.113270253,0.113700915,0.113270253,0.113270253,38976000,0,0
1981-06-12 00:00:00-04:00,0.112408977,0.112408977,0.111978315,0.111978315,25804800,0,0
1981-06-15 00:00:00-04:00,0.111978229,0.111978229,0.111547567,0.111547567,143763200,0,0
1981-06-16 00:00:00-04:00,0.109824981,0.109824981,0.109394319,0.109394319,37251200,0,0
1981-06-17 00:00:00-04:00,0.108102366,0.108102366,0.107671715,0.107671715,27574400,0,0
1981-06-18 00:00:00-04:00,0.107671644,0.108102294,0.107240982,0.107240982,23049600,0,0
1981-06-19 00:00:00-04:00,0.104657053,0.104657053,0.104226403,0.104226403,27507200,0,0
1981-06-22 00:00:00-04:00,0.100780315,0.100780315,0.100349665,0.100349665,10841600,0,0
1981-06-23 00:00:00-04:00,0.102072328,0.102934411,0.102072328,0.102072328,15030400,0,0
1981-06-24 00:00:00-04:00,0.100349746,0.100349746,0.099488422,0.099488422,23027200,0,0
1981-06-25 00:00:00-04:00,0.10164167,0.102072332,0.10164167,0.10164167,24259200,0,0
1981-06-26 00:00:00-04:00,0.101210977,0.101210977,0.100349665,0.100349665,23788800,0,0
1981-06-29 00:00:00-04:00,0.097765754,0.097765754,0.096904442,0.096904442,10595200,0,0
1981-06-30 00:00:00-04:00,0.090013152,0.090013152,0.089582495,0.089582495,35907200,0,0
